City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,guatire,10.4762,-66.5427,25.66,92,92,1.21,VE,1730235923
362,coquimbo,-29.9533,-71.3436,18.32,62,40,3.6,CL,1730235924
363,lashio,22.9333,97.75,17.18,99,19,0.43,MM,1730235925
364,tazacorte,28.629,-17.9293,20.54,84,20,3.09,ES,1730235926
365,baharly,38.4362,57.4316,12.41,53,0,1.92,TM,1730235927
366,nishinoomote,30.7333,131.0,23.67,84,100,7.99,JP,1730235929
367,bayanhongor,46.7167,100.1167,-8.99,92,99,1.64,MN,1730235930
368,katabu,-4.9333,122.5167,24.02,95,53,1.46,ID,1730235931
369,mrakovo,52.7161,56.6244,-0.6,71,7,1.02,RU,1730235932
370,bulgan,48.8125,103.5347,3.06,63,100,1.75,MN,1730235933
371,toliara,-23.35,43.6667,26.22,67,77,2.18,MG,1730235934
372,baardheere,2.3446,42.2764,27.59,59,82,5.02,SO,1730235935
373,sierra grande,-41.606,-65.3557,27.77,11,100,8.88,AR,1730235937
374,tongliao,43.6125,122.2653,5.04,84,0,0.68,CN,1730235938
375,kasba,25.85,87.55,26.08,74,76,1.87,IN,1730235939
376,hotan,37.0997,79.9269,12.67,45,100,0.78,CN,1730235940
377,south grafton,-29.7,152.95,19.15,75,4,0.71,AU,1730235941
378,alice springs,-23.7,133.8833,18.75,30,100,1.54,AU,1730235942
379,labrador city,52.9463,-66.9114,-2.12,66,20,30.4,CA,1730235943
380,conception bay south,47.4999,-52.9981,3.74,91,100,4.91,CA,1730235944
381,coihueco,-36.6167,-71.8333,26.41,50,0,2.57,CL,1730235946
382,kolonia town,6.964,158.206,28.51,78,100,6.37,FM,1730235947
383,kapa'a,22.0752,-159.319,27.33,81,75,7.2,US,1730235948
384,kill devil hills,36.0307,-75.676,19.99,75,0,2.06,US,1730235949
385,vilyuysk,63.7553,121.6247,-26.29,100,51,0.36,RU,1730235950
386,herkimer,43.0256,-74.986,13.32,79,100,5.05,US,1730235951
387,dompu,-8.5356,118.4622,24.68,91,3,0.6,ID,1730235952
388,ta`u,-14.2336,-169.5144,26.81,72,46,8.39,AS,1730235954
389,zelenokumsk,44.4069,43.8806,9.4,80,74,2.67,RU,1730235955
390,adrar,20.5022,-10.0711,26.41,26,12,4.0,MR,1730235956
391,punasa,22.2333,76.4,22.6,59,0,0.27,IN,1730235957
392,buxar,25.5833,83.9833,27.5,59,100,1.85,IN,1730235958
393,talakan,50.3167,130.3667,1.1,83,95,1.09,RU,1730235959
394,gaigeturi,33.4644,126.3183,19.03,72,75,3.09,KR,1730235960
395,palasa,18.7667,84.4167,23.88,92,7,1.13,IN,1730235962
396,minas de marcona,-15.2119,-75.1103,17.82,59,9,6.95,PE,1730235963
397,bolu,40.6667,31.5833,8.15,93,4,1.2,TR,1730235964
398,kota kinabalu,5.9749,116.0724,26.99,89,20,1.03,MY,1730235966
399,salalah,17.0151,54.0924,26.05,50,0,2.06,OM,1730235967
400,turabah,21.2141,41.6331,22.97,45,73,6.27,SA,1730235969
401,mityana,0.4175,32.0228,17.94,84,35,0.61,UG,1730235970
402,berezovyy,51.6667,135.7,-2.36,83,25,1.84,RU,1730235971
403,saint-pierre,-21.3393,55.4781,23.82,73,0,4.12,RE,1730235972
404,tadine,-21.55,167.8833,22.43,70,100,5.6,NC,1730235974
405,sampit,-2.5333,112.95,23.83,96,70,0.62,ID,1730235976
406,valley city,46.9233,-98.0032,13.29,47,75,6.69,US,1730235977
407,shimanovsk,52.0,127.7,-1.41,81,24,1.85,RU,1730235978
408,brattleboro,42.8509,-72.5579,10.04,69,100,2.24,US,1730235981
409,geraldton,-28.7667,114.6,16.23,94,75,3.6,AU,1730235982
410,petershagen,52.3833,8.9667,13.64,94,75,2.57,DE,1730235984
411,salmon arm,50.6998,-119.3024,7.62,65,61,0.51,CA,1730235985
412,prado,-17.3411,-39.2208,25.05,80,96,3.77,BR,1730235986
413,chibougamau,49.9168,-74.3659,4.79,48,100,6.17,CA,1730235987
414,tukrah,32.5341,20.5791,20.69,68,3,4.88,LY,1730235988
415,kalach-na-donu,48.691,43.5264,9.71,80,100,3.22,RU,1730235989
416,sokoni,-6.4333,39.55,26.39,85,0,3.9,TZ,1730235990
417,dauphin,51.1494,-100.0502,8.08,57,40,1.03,CA,1730235992
418,essaouira,31.5125,-9.77,18.72,72,20,3.6,MA,1730235993
419,karratha,-20.7377,116.8463,27.48,59,18,3.4,AU,1730235994
420,valparaiso,-33.0393,-71.6273,18.33,84,100,4.63,CL,1730235995
421,yemetsk,63.4721,41.7941,-0.96,94,8,2.46,RU,1730235996
422,ar rutbah,33.0381,40.2848,16.23,30,97,3.44,IQ,1730235997
423,pathein,16.7833,94.7333,24.38,90,17,2.49,MM,1730235998
424,kralendijk,12.15,-68.2667,30.99,70,40,8.23,BQ,1730236000
425,sola,-13.8833,167.55,25.99,78,97,3.1,VU,1730236001
426,colusa,39.2143,-122.0094,20.14,19,0,5.82,US,1730236002
427,nouadhibou,20.931,-17.0347,21.99,60,91,6.17,MR,1730236003
428,kudahuvadhoo,2.6708,72.8944,27.9,75,78,5.11,MV,1730236004
429,westport,41.1415,-73.3579,16.2,76,75,6.17,US,1730236005
430,big stone gap,36.8677,-82.7745,23.41,59,52,1.63,US,1730236006
431,arvayheer,46.2639,102.775,0.31,65,99,3.63,MN,1730236008
432,naze,28.3667,129.4833,23.37,95,100,1.75,JP,1730236009
433,kiunga,-6.1219,141.2906,23.8,98,99,0.3,PG,1730236010
434,jiangyin,31.9282,120.3126,12.83,83,67,2.01,CN,1730236011
435,melfi,40.9965,15.6514,12.98,85,10,0.84,IT,1730236012
436,san rafael,-34.6177,-68.3301,33.22,18,0,7.56,AR,1730236013
437,keflavik,64.0049,-22.5624,5.24,87,75,11.83,IS,1730236014
438,chakulia,22.4833,86.7167,24.09,89,5,1.29,IN,1730236016
439,crane,31.3974,-102.3501,29.16,30,0,11.63,US,1730236017
440,saldanha,-33.0117,17.9442,15.54,83,0,7.62,ZA,1730236018
441,pedernales,18.0384,-71.744,29.87,71,99,4.24,DO,1730236019
442,xinpu,34.5997,119.1594,12.77,66,61,0.71,CN,1730236020
443,vila franca do campo,37.7167,-25.4333,18.27,99,6,2.23,PT,1730236021
444,cinarli,41.4723,46.9156,7.09,50,8,3.53,AZ,1730236022
445,santana,-0.0583,-51.1817,31.1,55,40,5.14,BR,1730236023
446,chatham,51.3789,0.5279,13.96,75,100,2.38,GB,1730235738
447,usogorsk,63.4106,48.6872,2.1,81,100,2.53,RU,1730236027
448,fada,7.25,4.0667,23.17,98,14,1.37,NG,1730236028
449,mugia,43.1041,-9.2179,16.06,87,1,10.95,ES,1730236029
450,pangkalanbuun,-2.6833,111.6167,23.31,99,69,0.71,ID,1730236030
451,bargaal,11.2864,51.0773,25.21,84,1,1.96,SO,1730236033
452,hailar,49.2,119.7,0.43,75,78,4.61,CN,1730236034
453,gornozavodsk,58.3758,58.3211,-0.83,79,99,2.1,RU,1730236035
454,arzachena,41.0769,9.3887,15.69,94,43,1.91,IT,1730236036
455,ingeniero guillermo n. juarez,-23.9,-61.85,39.45,18,7,1.32,AR,1730236037
456,bel ombre,-4.6167,55.4167,26.89,72,0,1.06,SC,1730236039
457,tinghir,31.5157,-5.5343,12.15,50,0,2.37,MA,1730236040
458,turbat,26.0023,63.044,27.02,25,0,4.64,PK,1730236041
459,two rivers,44.1539,-87.5693,21.07,60,0,6.17,US,1730236042
460,srivardhan,18.0333,73.0167,25.59,84,8,2.14,IN,1730236043
461,fort stockton,30.894,-102.8793,32.03,25,0,8.75,US,1730236044
462,khandud,36.9513,72.318,1.32,78,75,1.42,AF,1730236045
463,antsiranana,-12.2787,49.2917,25.02,79,14,9.23,MG,1730236047
464,tsiombe,-25.3,45.4833,26.7,65,100,1.02,MG,1730236048
465,tubarjal,30.4999,38.216,20.41,39,5,4.49,SA,1730236049
466,fortaleza,-3.7227,-38.5247,27.34,74,0,5.14,BR,1730236050
467,san patricio,28.017,-97.5169,30.97,59,88,9.15,US,1730236051
468,susuman,62.7833,148.1667,-17.85,96,100,1.77,RU,1730236052
469,mulchen,-37.7167,-72.2333,28.65,29,51,2.76,CL,1730236053
470,yelizovo,53.1873,158.3805,4.08,41,40,13.0,RU,1730236055
471,solleftea,63.1667,17.2667,1.92,69,100,4.71,SE,1730236056
472,portland,45.5234,-122.6762,14.53,73,75,1.34,US,1730235394
473,katsuren-haebaru,26.3369,127.8719,26.21,91,75,5.66,JP,1730236059
474,ilhabela,-23.7781,-45.3581,22.26,89,77,3.39,BR,1730236060
475,koh kong,11.6175,102.9806,24.6,85,93,1.93,KH,1730236061
476,piranhas,-16.4269,-51.8222,24.64,84,99,5.59,BR,1730236063
477,puerto aysen,-45.4,-72.7,16.96,71,79,2.23,CL,1730236064
478,peniche,39.3558,-9.3811,18.09,83,60,2.45,PT,1730236065
479,fort-shevchenko,44.5086,50.263,11.93,68,99,3.59,KZ,1730236066
480,camargo,27.6667,-105.1667,31.7,12,0,3.93,MX,1730236067
481,kirensk,57.7853,108.1119,0.03,97,100,0.78,RU,1730236068
482,sleaford,52.9983,-0.4094,11.95,88,75,5.14,GB,1730236069
483,strelka,58.0728,93.0344,1.93,97,100,3.9,RU,1730236071
484,kampong cham,11.9934,105.4635,22.15,89,94,1.06,KH,1730236072
485,muroto-misakicho,33.2833,134.15,20.96,89,100,1.15,JP,1730236073
486,morant bay,17.8815,-76.4093,29.82,71,51,5.33,JM,1730236074
487,tamarin,-20.3256,57.3706,22.51,90,36,3.48,MU,1730236075
488,bodo,67.28,14.405,6.02,84,75,20.06,NO,1730236076
489,panguipulli,-39.6333,-72.3333,25.17,35,92,1.45,CL,1730236077
490,adam,22.3756,57.5233,26.81,40,0,5.23,OM,1730236079
491,tan-tan,28.438,-11.1032,17.61,74,0,2.68,MA,1730236080
492,tobol'sk,58.2,68.2667,-0.28,83,98,2.73,RU,1730236081
493,burao,9.5221,45.5336,24.13,64,2,2.02,SO,1730236082
494,lucapa,-8.4192,20.7447,21.87,76,94,1.5,AO,1730236083
495,ocean shores,46.9737,-124.1563,13.51,78,0,3.09,US,1730236084
496,fort bragg,35.139,-79.006,20.93,63,100,2.06,US,1730236085
497,ascencion de guarayos,-15.8963,-63.1881,25.35,79,77,1.62,BO,1730236087
498,chengde,40.9725,117.9361,7.44,69,59,1.21,CN,1730236088
499,perezville,26.2245,-98.4006,32.21,61,75,9.26,US,1730236089
500,calama,-22.4667,-68.9333,26.27,6,0,9.26,CL,1730236090
501,walvis bay,-22.9575,14.5053,13.72,88,0,2.33,NA,1730236091
502,aleg,17.0481,-13.9209,32.84,19,84,4.57,MR,1730236092
503,plastun,44.7561,136.2939,5.02,74,100,1.36,RU,1730236093
504,salinopolis,-0.6136,-47.3561,27.21,78,96,4.89,BR,1730236095
505,dunedin,-45.8742,170.5036,13.78,64,80,1.79,NZ,1730236097
506,kavaratti,10.5669,72.642,27.88,70,96,2.41,IN,1730236098
507,kiffa,16.6166,-11.4045,33.49,19,90,3.86,MR,1730236099
508,tual,-5.6667,132.75,28.42,74,85,2.18,ID,1730236100
509,port lincoln,-34.7333,135.8667,14.95,81,0,1.95,AU,1730236101
510,mollendo,-17.0231,-72.0147,18.04,77,6,3.06,PE,1730236103
511,pikalevo,59.5183,34.1664,1.49,89,99,3.07,RU,1730236104
512,upington,-28.4478,21.2561,17.72,39,0,3.72,ZA,1730236105
513,leava,-14.3,-178.1667,26.94,76,42,4.37,WF,1730236106
514,recani,31.2846,-4.2688,17.52,31,0,4.15,MA,1730236107
515,tattayyangarpettai,11.1333,78.45,24.41,85,91,1.79,IN,1730236108
516,okhotsk,59.3833,143.3,-11.47,73,28,7.45,RU,1730235995
517,jieyang,23.5289,116.3642,19.82,91,92,0.52,CN,1730236111
518,dharmavaram,14.4333,77.7167,26.16,68,95,3.2,IN,1730236112
519,nantucket,41.2835,-70.0995,11.06,58,75,7.2,US,1730236113
520,ouani,-12.1322,44.4258,26.25,81,0,3.0,KM,1730236114
521,angaur state,6.906,134.13,29.16,78,95,5.74,PW,1730236115
522,reserva,-24.6503,-50.8506,19.11,84,35,1.8,BR,1730236116
523,datia,25.6667,78.4667,24.71,50,0,2.19,IN,1730236117
524,ust'-dzheguta,44.0834,41.9763,7.07,73,77,2.82,RU,1730236119
525,cooper's town,26.8667,-77.5167,25.18,75,22,9.79,BS,1730236120
526,coyhaique,-45.5752,-72.0662,16.19,60,82,4.57,CL,1730236038
527,inhambane,-23.865,35.3833,24.75,93,98,3.98,MZ,1730236123
528,esmeraldas,-19.7625,-44.3139,19.48,92,100,1.26,BR,1730236124
529,farias brito,-6.9306,-39.5656,28.37,24,12,1.61,BR,1730236126
530,keningau,5.3378,116.1602,21.7,98,86,0.57,MY,1730236127
531,lindley,-27.8791,27.9135,10.68,66,0,3.88,ZA,1730236128
532,barcarena,-1.5058,-48.6258,26.03,75,73,6.28,BR,1730235969
533,nuuk,64.1835,-51.7216,-3.66,80,0,6.71,GL,1730236130
534,sarmanovo,55.2553,52.5891,3.08,80,97,5.93,RU,1730236131
535,wawa,9.9022,4.4192,26.11,47,99,1.57,NG,1730236132
536,namdrik,5.5994,168.1028,27.94,75,99,3.26,MH,1730236134
537,bikenibeu village,1.3673,173.1241,29.98,70,20,3.09,KI,1730236135
538,bouillon,49.7932,5.067,10.12,99,0,0.45,BE,1730236136
539,carutapera,-1.195,-46.02,26.51,79,79,3.39,BR,1730236137
540,kampung baharu nilai,2.8033,101.7972,26.27,92,40,1.54,MY,1730236138
541,korla,41.7597,86.1469,10.02,51,32,4.32,CN,1730236139
542,porto murtinho,-21.6989,-57.8825,34.68,40,71,1.31,BR,1730236140
543,tsengel,49.4783,100.8894,-1.05,63,76,1.71,MN,1730236142
544,nardaran,40.5561,50.0056,8.8,93,0,1.03,AZ,1730236143
545,ceeldheer,3.8488,47.1806,25.65,79,5,4.26,SO,1730236144
546,kenai,60.5544,-151.2583,2.3,90,100,0.0,US,1730235937
547,ampanihy,-24.7,44.75,26.44,54,99,0.95,MG,1730236146
